id,peta_acuan,pr_permukiman,pr_perkantoan,pr_pendidikan,pr_ofm,pr_transport_umum,pr_taman,pr_hotel,pr_pasar_mall,pr_kesehatan,usia,jk,status_menikah,pendidikan,jml_motor,jml_mobil,jml_sepeda,jml_kendaraan_pribadi,jml_anggota_rt,posisi_rt,penghasilan_pribadi,penghasilan_keluarga,pekerjaan_selain,jam_online,status_kepemilikan,lama_driver,ojek_konvensional
243,1,Tidak penting,Penting,Penting,Penting,Netral,Netral,Netral,Penting,Penting,44,Laki-laki,Cerai,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Karyawan Swasta (Part-time),6-8 jam,Pribadi,1-3 tahun,Ya
244,2,Tidak penting,Netral,Sangat penting,Sangat penting,Penting,Penting,Sangat penting,Sangat penting,Netral,22,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,4,Anak,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,1-3 tahun,Tidak
245,2,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,35,Laki-laki,Menikah,SMA/SMK,2,0,1,3,4,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
246,5,Sangat penting,Penting,Penting,Penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Tidak penting,Tidak penting,38,Laki-laki,Menikah,Diploma,1,1,0,2,4,Kepala rumah tangga,Rp10.000.000-Rp10.999.999,Rp11.000.000-Rp11.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
247,2,Sangat penting,Netral,Tidak penting,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Penting,Netral,30,Laki-laki,Menikah,SMA/SMK,1,0,2,3,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,Di bawah 1 tahun,Tidak
248,3,Sangat penting,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Tidak penting,Penting,Sangat penting,Penting,39,Laki-laki,Menikah,SMA/SMK,1,0,1,2,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Wirausahawan,8-10 jam,Pribadi,1-3 tahun,Tidak
249,5,Tidak penting,Sangat tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Sangat tidak penting,40,Laki-laki,Cerai,SMA/SMK,1,0,1,2,3,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Wirausahawan,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
250,2,Netral,Penting,Sangat penting,Netral,Penting,Netral,Netral,Sangat penting,Penting,39,Laki-laki,Menikah,SMA/SMK,1,0,0,1,2,Anak,Rp2.000.000-Rp2.999.999,Rp8.000.000-R8.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
251,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Sangat penting,Penting,29,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Di bawah Rp1.000.000,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Ya
252,5,Sangat penting,Netral,Netral,Penting,Penting,Tidak penting,Sangat penting,Sangat penting,Tidak penting,40,Laki-laki,Menikah,SMA/SMK,1,0,1,2,2,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
253,3,Sangat penting,Netral,Sangat penting,Netral,Sangat penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,52,Laki-laki,Menikah,SMA/SMK,1,0,1,2,3,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp6.000.000-Rp6.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Ya
254,1,Sangat penting,Penting,Sangat penting,Penting,Sangat tidak penting,Netral,Sangat tidak penting,Sangat penting,Tidak penting,39,Laki-laki,Menikah,SMA/SMK,2,0,1,3,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
255,5,Tidak penting,Netral,Netral,Penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,37,Laki-laki,Menikah,Diploma,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,Di atas 9 tahun,Tidak
256,4,Penting,Netral,Penting,Netral,Netral,Netral,Netral,Netral,Netral,29,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,4-6 jam,Pribadi,3-5 tahun,Tidak
257,3,Tidak penting,Sangat penting,Penting,Netral,Tidak penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,32,Laki-laki,Menikah,SMP,2,0,0,2,2,Kepala rumah tangga,Di bawah Rp1.000.000,Rp4.000.000-Rp4.999.999,Karyawan Swasta (Part-time),6-8 jam,Pribadi,1-3 tahun,Ya
258,4,Tidak penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat tidak penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,27,Laki-laki,Menikah,Sarjana,1,0,0,1,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp10.000.000-Rp10.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
259,5,Penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Netral,Penting,Sangat penting,Penting,24,Laki-laki,Belum Menikah,SMP,1,0,0,1,3,Anak,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
260,4,Netral,Netral,Penting,Sangat penting,Tidak penting,Sangat tidak penting,Penting,Sangat penting,Netral,48,Laki-laki,Menikah,Diploma,2,0,1,3,3,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
261,5,Sangat tidak penting,Netral,Netral,Sangat penting,Netral,Netral,Penting,Sangat penting,Netral,26,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,3,Anak,Rp6.000.000-Rp6.999.999,Rp14.000.000-Rp14.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
262,4,Sangat penting,Netral,Penting,Sangat penting,Netral,Tidak penting,Netral,Sangat penting,Penting,45,Laki-laki,Menikah,Sarjana,1,0,1,2,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
263,5,Sangat penting,Sangat penting,Sangat penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,Penting,Sangat penting,Tidak penting,30,Laki-laki,Menikah,Sarjana,2,1,0,3,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp7.000.000-Rp7.999.999,"Tidak ada, Wirausahawan",8-10 jam,Pribadi,1-3 tahun,Ya
264,3,Netral,Penting,Netral,Sangat penting,Tidak penting,Sangat tidak penting,Tidak penting,Sangat penting,Sangat tidak penting,31,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Wirausahawan,6-8 jam,Pribadi,1-3 tahun,Tidak
265,4,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Netral,Sangat tidak penting,Sangat tidak penting,Sangat penting,Tidak penting,25,Laki-laki,Belum Menikah,SMA/SMK,2,0,1,3,3,Anak,Rp4.000.000-Rp4.999.999,Rp7.000.000-Rp7.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
266,3,Penting,Penting,Sangat penting,Sangat penting,Penting,Sangat penting,Penting,Sangat penting,Penting,52,Laki-laki,Menikah,SMP,1,0,1,2,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
267,2,Penting,Netral,Penting,Tidak penting,Penting,Tidak penting,Tidak penting,Netral,Tidak penting,32,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
268,3,Netral,Sangat penting,Sangat penting,Sangat penting,Tidak penting,Tidak penting,Netral,Sangat penting,Sangat tidak penting,52,Laki-laki,Menikah,Sarjana,4,0,0,4,6,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Ya
269,3,Penting,Tidak penting,Sangat penting,Penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Penting,Sangat tidak penting,31,Laki-laki,Menikah,Sarjana,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
270,2,Penting,Penting,Penting,Penting,Penting,Tidak penting,Penting,Sangat penting,Penting,22,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,3,Anak,Rp2.000.000-Rp2.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Sewa,Di bawah 1 tahun,Tidak
271,4,Tidak penting,Sangat penting,Penting,Sangat penting,Sangat penting,Tidak penting,Sangat penting,Sangat penting,Tidak penting,42,Laki-laki,Menikah,SMA/SMK,3,0,0,3,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp11.000.000-Rp11.999.999,Tidak ada,4-6 jam,Pribadi,7-9 tahun,Tidak
272,3,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,23,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp5.000.000-Rp5.999.999,Karyawan Swasta (Part-time),8-10 jam,Pribadi,3-5 tahun,Tidak
273,5,Sangat penting,Penting,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,34,Laki-laki,Menikah,SMA/SMK,2,0,1,3,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
274,5,Penting,Sangat penting,Sangat penting,Penting,Penting,Netral,Netral,Sangat penting,Penting,40,Laki-laki,Menikah,SMA/SMK,2,0,2,4,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Karyawan Swasta (Full-time),8-10 jam,Pribadi,5-7 tahun,Tidak
275,4,Sangat penting,Penting,Sangat penting,Netral,Penting,Tidak penting,Netral,Penting,Netral,29,Laki-laki,Menikah,Diploma,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Wirausahawan,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
276,4,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,37,Laki-laki,Menikah,SMP,2,0,0,2,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
277,5,Netral,Tidak penting,Sangat penting,Sangat tidak penting,Tidak penting,Sangat tidak penting,Tidak penting,Sangat penting,Tidak penting,34,Laki-laki,Menikah,SMA/SMK,2,0,2,4,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
278,3,Penting,Penting,Penting,Netral,Tidak penting,Netral,Penting,Penting,Penting,23,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,3-5 tahun,Ya
279,3,Tidak penting,Sangat penting,Penting,Tidak penting,Penting,Tidak penting,Netral,Penting,Netral,33,Laki-laki,Menikah,SMA/SMK,1,0,1,2,6,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
280,4,Penting,Penting,Penting,Penting,Netral,Sangat tidak penting,Penting,Penting,Netral,47,Laki-laki,Menikah,SD,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Ya
281,3,Tidak penting,Netral,Penting,Penting,Tidak penting,Tidak penting,Tidak penting,Penting,Tidak penting,60,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
282,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Tidak penting,Sangat tidak penting,Sangat penting,Netral,39,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
283,4,Netral,Penting,Penting,Penting,Penting,Tidak penting,Penting,Penting,Penting,44,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Karyawan Swasta (Part-time),4-6 jam,Pribadi,7-9 tahun,Tidak
284,5,Tidak penting,Sangat penting,Sangat penting,Tidak penting,Sangat penting,Tidak penting,Penting,Penting,Penting,33,Laki-laki,Menikah,Sarjana,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
285,5,Netral,Sangat penting,Sangat tidak penting,Sangat penting,Netral,Sangat tidak penting,Penting,Sangat penting,Sangat penting,23,Laki-laki,Belum Menikah,SMA/SMK,2,0,4,6,6,Anak,Rp3.000.000-Rp3.999.999,Rp5.000.000-Rp5.999.999,Pelajar,Di atas 10 jam,Pribadi,1-3 tahun,Ya
286,1,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,55,Laki-laki,Menikah,SMA/SMK,2,0,2,4,5,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
287,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Tidak penting,Tidak penting,Penting,Penting,37,Laki-laki,Menikah,Sarjana,1,0,2,3,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
288,3,Tidak penting,Netral,Netral,Sangat penting,Tidak penting,Tidak penting,Penting,Penting,Netral,43,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
289,3,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,40,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
290,1,Penting,Penting,Penting,Penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Penting,44,Laki-laki,Menikah,SMA/SMK,2,0,2,4,5,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Wirausahawan,4-6 jam,Pribadi,1-3 tahun,Tidak
291,4,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Sangat penting,Penting,42,Laki-laki,Menikah,SMA/SMK,1,0,1,2,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
292,1,Penting,Penting,Penting,Penting,Penting,Netral,Penting,Penting,Penting,31,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
293,4,Netral,Penting,Sangat penting,Sangat penting,Netral,Tidak penting,Tidak penting,Sangat penting,Tidak penting,26,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Anak,Rp4.000.000-Rp4.999.999,Rp10.000.000-Rp10.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
294,4,Netral,Netral,Penting,Netral,Netral,Netral,Netral,Penting,Netral,37,Laki-laki,Menikah,Sarjana,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Pegawai Negeri Sipil (Part-time),Di atas 10 jam,Pribadi,3-5 tahun,Tidak
295,3,Penting,Penting,Sangat penting,Penting,Penting,Sangat tidak penting,Tidak penting,Penting,Netral,46,Laki-laki,Menikah,SMA/SMK,1,0,0,1,7,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Ya
296,5,Sangat penting,Penting,Sangat penting,Sangat penting,Penting,Sangat tidak penting,Tidak penting,Penting,Penting,35,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
297,5,Sangat penting,Netral,Sangat penting,Netral,Penting,Netral,Netral,Sangat penting,Tidak penting,53,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Wirausahawan,8-10 jam,Pribadi,5-7 tahun,Tidak
298,5,Tidak penting,Sangat penting,Sangat penting,Tidak penting,Penting,Tidak penting,Tidak penting,Tidak penting,Sangat penting,30,Laki-laki,Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp7.000.000-Rp7.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
299,4,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Sangat penting,Penting,41,Laki-laki,Menikah,Diploma,2,0,2,4,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Karyawan Swasta (Part-time),8-10 jam,Pribadi,5-7 tahun,Tidak
300,4,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Netral,Netral,Penting,Netral,40,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
301,3,Tidak penting,Netral,Penting,Netral,Sangat penting,Tidak penting,Netral,Penting,Tidak penting,33,Laki-laki,Menikah,SMA/SMK,1,1,0,2,3,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
302,2,Penting,Netral,Penting,Penting,Sangat penting,Tidak penting,Tidak penting,Netral,Netral,47,Laki-laki,Menikah,Sarjana,1,0,0,1,5,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
303,5,Sangat penting,Penting,Sangat penting,Penting,Penting,Penting,Penting,Penting,Sangat penting,38,Laki-laki,Menikah,Diploma,1,0,-,1,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Karyawan Swasta (Part-time),4-6 jam,Pribadi,5-7 tahun,Tidak
304,3,Netral,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Netral,Sangat penting,Sangat penting,Sangat penting,40,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
305,5,Penting,Penting,Sangat penting,Penting,Netral,Netral,Netral,Netral,Tidak penting,35,Laki-laki,Menikah,Sarjana,2,1,0,3,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp4.000.000-Rp4.999.999,Wirausahawan,8-10 jam,Pribadi,3-5 tahun,Tidak
306,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,Penting,Sangat penting,Penting,39,Laki-laki,Menikah,SMA/SMK,1,0,1,2,5,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,7-9 tahun,Tidak
307,5,Penting,Penting,Sangat penting,Netral,Netral,Netral,Netral,Penting,Penting,49,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Ya
308,2,Sangat penting,Penting,Sangat penting,Netral,Sangat penting,Tidak penting,Penting,Sangat penting,Sangat penting,30,Laki-laki,Menikah,Sarjana,1,0,0,1,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
309,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,36,Laki-laki,Menikah,Sarjana,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Karyawan Swasta (Part-time),2-4 jam,Pribadi,7-9 tahun,Ya
310,4,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,30,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
311,4,Penting,Penting,Penting,Penting,Sangat tidak penting,Sangat tidak penting,Penting,Penting,Netral,53,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Ya
312,4,Netral,Netral,Tidak penting,Netral,Tidak penting,Sangat tidak penting,Tidak penting,Netral,Sangat penting,42,Laki-laki,Menikah,SMA/SMK,2,0,0,2,5,Kepala rumah tangga,Di bawah Rp1.000.000,Rp7.000.000-Rp7.999.999,Karyawan Swasta (Full-time),8-10 jam,Pribadi,5-7 tahun,Tidak
313,3,Penting,Penting,Penting,Penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Netral,Tidak penting,45,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
314,2,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,33,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,7,Anak,Rp5.000.000-Rp5.999.999,Lebih dari Rp.15.000.000,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
315,3,Penting,Penting,Penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Penting,54,Perempuan,Menikah,SMP,5,0,0,5,4,Istri,Rp1.000.000-Rp.1.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,7-9 tahun,Tidak
316,5,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Sangat penting,Penting,31,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Di bawah Rp1.000.000,Di bawah Rp1.000.000,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Ya
317,5,Sangat penting,Penting,Sangat penting,Penting,Sangat penting,Penting,Sangat penting,Penting,Sangat penting,30,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,8,Anak,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
318,4,Penting,Penting,Sangat penting,Netral,Penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,52,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Ya
319,4,Penting,Sangat penting,Sangat penting,Penting,Penting,Netral,Netral,Penting,Sangat penting,42,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
320,3,Penting,Penting,Penting,Netral,Netral,Tidak penting,Tidak penting,Penting,Tidak penting,52,Laki-laki,Menikah,SD,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
321,4,Penting,Sangat penting,Sangat penting,Penting,Penting,Sangat tidak penting,Tidak penting,Penting,Penting,30,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
322,3,Sangat penting,Penting,Sangat penting,Netral,Sangat penting,Sangat penting,Netral,Sangat penting,Sangat penting,63,Laki-laki,Menikah,SMP,2,0,0,2,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Ya
323,4,Penting,Netral,Sangat penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Tidak penting,45,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Ya
